id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_country_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,field:eating,field:preying on,field:hunting,field:hunting/feeding,field:interaction->preyed on,field:prey taxon,field:prey id,field:feeding on,field:depredando
132948178,2022-08-30 09:56:08-04:00,2022-08-30,2022-08-30 13:56:08 UTC,Eastern Time (US & Canada),5510274,arunh2otown,Arun Sannuti,2022-08-30 13:58:28 UTC,2023-03-16 13:13:48 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/132948178,https://inaturalist-open-data.s3.amazonaws.com/photos/226402941/medium.jpg,,"",Eating a frog or toad. ,2,0,false,3,"Storer Conservation, Waltham, MA, US",42.3922883333,-71.2315666667,5,,,,5,,,false,,,United States,Eastern Garter Snake,Thamnophis sirtalis sirtalis,Eastern Garter Snake,Reptilia,28365,,Anaxyrus americanus,,,,,,,
132969840,2022-05-12 12:34:35-04:00,2022-05-12,2022-05-12 16:34:35 UTC,America/Nipigon,5722323,tanstaafl22,,2022-08-30 17:06:23 UTC,2023-04-05 02:41:28 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/132969840,https://inaturalist-open-data.s3.amazonaws.com/photos/226422558/medium.jpg,,"",Attempting to consume a (possible) invasive Round Goby?,3,0,false,3,"Prince Edward County, Prince Edward County, ON, CA",43.9417082872,-76.8597172766,22,,,,22,,open,false,,,Canada,Common Watersnake,Nerodia sipedon,Common Watersnake,Reptilia,29305,Neogobius melanostomus,,,,,,,,
132981347,2022-08-02 12:53:34-04:00,2022-08-02,2022-08-02 16:53:34 UTC,America/Nipigon,5722323,tanstaafl22,,2022-08-30 18:34:17 UTC,2023-04-05 02:41:17 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/132981347,https://inaturalist-open-data.s3.amazonaws.com/photos/226443794/medium.jpg,,"",Consuming a possible invasive Round Goby?,2,0,false,3,"Prince Edward Point National Wildlife Area, Prince Edward County, ON, CA",43.9373902073,-76.8588524236,22,,,,22,,open,false,,,Canada,Common Watersnake,Nerodia sipedon,Common Watersnake,Reptilia,29305,Neogobius melanostomus,,,,,,,,
133002506,2022/08/30 1:40 PM,2022-08-30,2022-08-30 17:40:00 UTC,Eastern Time (US & Canada),1179309,annschunior,Ann Schunior,2022-08-30 21:19:53 UTC,2022-08-31 03:45:38 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/133002506,https://inaturalist-open-data.s3.amazonaws.com/photos/226481930/medium.jpg,,"",eating american toad,1,0,false,,"Plymouth, Massachusetts, United States",41.8552666667,-70.6018916667,12,,,,12,,,false,,,United States,Common Garter Snake,Thamnophis sirtalis,Common Garter Snake,Reptilia,28362,Anaxyrus americanus,,,,,,,,
133022873,2022-08-30 19:26:49-04:00,2022-08-30,2022-08-30 23:26:49 UTC,Eastern Time (US & Canada),5990867,akiedrow,,2022-08-31 00:27:17 UTC,2023-01-24 07:13:50 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/133022873,https://inaturalist-open-data.s3.amazonaws.com/photos/226521387/medium.jpg,,"",Eating a worm :) ,3,1,false,3,"Grand River, Cambridge, ON, CA",43.372605,-80.32332,6,,,,6,,open,false,,,Canada,Eastern Garter Snake,Thamnophis sirtalis sirtalis,Eastern Garter Snake,Reptilia,28365,Lumbricidae,,,,,,,,
133034283,2006/05/19 11:57 AM,2006-05-19,2006-05-19 08:57:00 UTC,Asia/Damascus,2883722,wael-almatni,Wa'el Almatni,2022-08-31 02:37:29 UTC,2023-03-17 15:27:39 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/133034283,https://inaturalist-open-data.s3.amazonaws.com/photos/226465633/medium.jpeg,,"","",5,0,false,,"Salkhad, Syria",32.5311359054,36.7733389445,8,,,,8,,,false,,,Syria,Eastern Montpellier Snake,Malpolon insignitus,Eastern Montpellier Snake,Reptilia,29450,Laudakia vulgaris,,,,,,,,
133053052,2022-08-06 21:02:06+07:00,2022-08-06,2022-08-06 14:02:06 UTC,Hanoi,5244354,chainut,CHAINUT CHONGPINICHJITTLANG,2022-08-31 07:53:07 UTC,2022-09-01 16:25:57 UTC,research,,https://www.inaturalist.org/observations/133053052,https://static.inaturalist.org/photos/226579542/medium.jpg,,"","",5,0,false,3,"ปาดังเบซาร์, อ.สะเดา, สงขลา, TH",6.7820833333,100.2267,11,,,,11,,open,false,,,Thailand,Green-headed Cat Snake,Boiga bengkuluensis,Green-headed Cat Snake,Reptilia,95861,Agamidae,,,,,,,,
133061740,2022-02-05 01:50:24+01:00,2022-02-04,2022-02-05 00:50:24 UTC,Bogota,736072,jaroschacht,,2022-08-31 10:34:11 UTC,2022-10-05 19:37:51 UTC,research,,https://www.inaturalist.org/observations/133061740,https://static.inaturalist.org/photos/226595511/medium.jpg,,"","",5,0,false,3,"Villavicencio, Solano, Caquetá, CO",0.2829792847,-74.9019104408,1846,,,,1846,,,false,,,Colombia,Fer de lance commun,Bothrops atrox,Common Lancehead,Reptilia,49001,Anura,,,,,,,,
133066224,2022/08/20 13:37,2022-08-20,2022-08-20 04:37:00 UTC,Tokyo,5778398,kirrr,Kirill Kryukov,2022-08-31 11:46:16 UTC,2022-09-01 12:07:21 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/133066224,https://inaturalist-open-data.s3.amazonaws.com/photos/226602418/medium.jpg,,"",,2,0,false,,"Higashino, Nagaizumi, Sunto District, Shizuoka 411-0931, Japan",35.220085,138.81371,20,,,,20,,open,false,,,Japan,ジムグリ,Euprepiophis conspicillata,Japanese Forest Ratsnake,Reptilia,30280,Mammalia,,,,,,,,
133094834,1995-09-24,1995-09-24,,Paris,3618323,philippe_geniez,,2022-08-31 16:37:05 UTC,2022-09-06 16:20:58 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/133094834,https://inaturalist-open-data.s3.amazonaws.com/photos/226648620/medium.jpeg,,"","1 juvénile dévorant un Lézard des murailles, Podarcis muralis",5,0,false,,"Hérault, Le Fau, sous le col de Fontfroide, près de Fraïsse-sur-Agout, 34330 Fraisse-sur-Agout, France",43.5975473331,2.8116499584,2,,,,2,,open,false,,,France,Coronella austriaca austriaca,Coronella austriaca austriaca,,Reptilia,26910,Podarcis muralis,,,,,,,,
133105378,2021/05/06 12:04 AM,2021-05-06,2021-05-06 05:04:00 UTC,Central Time (US & Canada),14327,johnwilliams,"",2022-08-31 17:52:01 UTC,2023-03-14 12:06:46 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/133105378,https://inaturalist-open-data.s3.amazonaws.com/photos/226672688/medium.jpg,,"",,3,0,false,,"Harlingen, TX, USA",26.1861543826,-97.6621765974,38,,,,38,,open,false,,,United States,Ruthven's Whipsnake,Masticophis schotti ruthveni,Ruthven's Whipsnake,Reptilia,734689,,Aspidoscelis,,,,,,,
133123709,2022-08-31 15:17:15-05:00,2022-08-31,2022-08-31 20:17:15 UTC,Central Time (US & Canada),4479464,robbiepalm,,2022-08-31 20:17:29 UTC,2023-02-07 00:48:45 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/133123709,https://inaturalist-open-data.s3.amazonaws.com/photos/226706269/medium.jpg,,"","",2,0,false,3,"Emperor Ct, Corpus Christi, TX, US",27.6440126677,-97.3773925395,65,,,,65,,open,false,,,United States,Checkered Garter Snake,Thamnophis marcianus,Checkered Garter Snake,Reptilia,28390,Bufonidae,,,,,,,,
133134711,2022-08-31 08:43:00-04:00,2022-08-31,2022-08-31 12:43:00 UTC,Eastern Time (US & Canada),5049336,karlmela,,2022-08-31 21:55:23 UTC,2022-09-04 00:02:08 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/133134711,https://inaturalist-open-data.s3.amazonaws.com/photos/226726636/medium.jpg,,"","",2,0,false,3,"Fraleigh Ln, Red Hook, NY, US",42.0090261786,-73.855786841,37,,,,37,,,false,,,United States,Eastern Garter Snake,Thamnophis sirtalis sirtalis,Eastern Garter Snake,Reptilia,28365,Anaxyrus,,,,,,,,
133151912,2022/07/11 2:22 PM,2022-07-11,2022-07-11 18:22:00 UTC,Eastern Time (US & Canada),696318,roamingthewoods,"",2022-09-01 00:49:37 UTC,2022-09-01 18:01:51 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/133151912,https://inaturalist-open-data.s3.amazonaws.com/photos/226758706/medium.jpg,,State Road Coverd Bridge,He later regurgitated the fish.,1,0,false,,"5882 State Rd, Kingsville, OH 44048, USA",41.8864311,-80.6206468,186,,,,186,,open,false,,,United States,Common Watersnake,Nerodia sipedon,Common Watersnake,Reptilia,29305,,Ictaluridae,,,,,,,
133436703,2022-09-03 12:56:28+05:30,2022-09-03,2022-09-03 07:26:28 UTC,New Delhi,3969491,sandeepnanu,,2022-09-03 08:55:46 UTC,2023-04-01 07:23:31 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/133436703,https://inaturalist-open-data.s3.amazonaws.com/photos/227290414/medium.jpg,,"","",4,0,false,3,"Kanakapura, Ramanagara, KA, IN",12.3061283333,77.5461583333,3,,,,3,,,false,,,India,Common Bronzeback Tree Snake,Dendrelaphis tristis,Common Bronzeback Tree Snake,Reptilia,26654,,,,,,,,Eutropis carinata,
133481757,2022/09/02 11:30 PM,2022-09-02,2022-09-03 06:30:00 UTC,Arizona,3353255,az_caver,Patrick Cicero,2022-09-03 16:25:54 UTC,2022-10-27 12:17:47 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/133481757,https://inaturalist-open-data.s3.amazonaws.com/photos/227367638/medium.jpg,,"",Looks like it decided to eat a very large whiptail lizard,2,0,false,,"Arizona, US",32.5193511352,-111.1725942853,4,,,,29093,obscured,,true,,,United States,Long-nosed Snake,Rhinocheilus lecontei,Long-nosed Snake,Reptilia,28762,Aspidoscelis,,,,,,,,
133544406,2022-09-03 17:16:47-07:00,2022-09-03,2022-09-04 00:16:47 UTC,America/Vancouver,2591222,tara_moreau,,2022-09-04 00:17:03 UTC,2023-02-12 18:53:48 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/133544406,https://inaturalist-open-data.s3.amazonaws.com/photos/230275730/medium.jpg,,"","",3,1,false,3,"Ruckle Provincial Park, Capital, BC, CA",48.7688675244,-123.3702997026,5,,,,5,,open,false,,,Canada,Western Terrestrial Garter Snake,Thamnophis elegans,Western Terrestrial Garter Snake,Reptilia,28398,Rodentia,,,,,,,,
133549550,2022/09/03 9:13 AM,2022-09-03,2022-09-03 16:13:00 UTC,Pacific Time (US & Canada),770371,janeyd,"",2022-09-04 01:07:09 UTC,2022-10-14 16:46:00 UTC,research,,https://www.inaturalist.org/observations/133549550,https://static.inaturalist.org/photos/227493810/medium.jpeg,,"",Ingesting a rodent,3,0,false,,"Monterey County, CA, USA",36.8362798388,-121.8012743709,15,,,,15,,open,false,,,United States,Coast Garter Snake,Thamnophis elegans terrestris,Coast Garter Snake,Reptilia,154386,Rodentia,,,,,,,,
133614280,2019-07-23 17:12:46,2019-07-23,2019-07-23 15:12:46 UTC,Paris,6037644,laurentdemeure,"",2022-09-04 14:39:02 UTC,2022-09-13 05:16:51 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/133614280,https://inaturalist-open-data.s3.amazonaws.com/photos/227617146/medium.jpeg,,"",,5,0,false,2,"Ile Feydeau, 17360 Saint-Aigulin, France",45.1522222222,0.0022222222,,,,,,,open,false,gps,gps,France,Vipernnatter,Natrix maura,Viperine Snake,Reptilia,29351,,Actinopterygii,,,,,,,
133674934,2022-09-04 16:47:13-04:00,2022-09-04,2022-09-04 20:47:13 UTC,America/Detroit,413085,pauladreeszen,Paula Dreeszen,2022-09-04 21:12:26 UTC,2022-09-13 12:19:00 UTC,research,CC-BY,https://www.inaturalist.org/observations/133674934,https://inaturalist-open-data.s3.amazonaws.com/photos/227727541/medium.jpg,,"",With toad in its mouth. ,1,0,false,3,"Frankfort, MI, US",44.5761033333,-86.2200866667,6,,,,6,,open,false,,,United States,Eastern Garter Snake,Thamnophis sirtalis sirtalis,Eastern Garter Snake,Reptilia,28365,Anaxyrus americanus,,,,,,,,
133831573,2022-09-05 16:13:40-05:00,2022-09-05,2022-09-05 21:13:40 UTC,Central Time (US & Canada),5247991,olkipp,Oliver Kipp,2022-09-05 21:52:59 UTC,2022-09-24 02:00:31 UTC,research,,https://www.inaturalist.org/observations/133831573,https://static.inaturalist.org/photos/228021555/medium.jpg,,"","",1,0,false,3,"Metric Blvd, Austin, TX, US",30.3847507,-97.71261935,2438,,,,2438,,open,false,,,United States,Thamnophis marcianus,Thamnophis marcianus,Checkered Garter Snake,Reptilia,28390,Incilius nebulifer,,,,,,,,
133844259,2022/09/04 9:58 PM,2022-09-04,2022-09-05 01:58:00 UTC,Eastern Time (US & Canada),3500262,sam_blue,Sam,2022-09-05 23:25:46 UTC,2023-03-16 01:28:12 UTC,research,,https://www.inaturalist.org/observations/133844259,https://static.inaturalist.org/photos/228147976/medium.jpeg,,"","",6,0,false,,"Dare County, US-NC, US",35.7408694375,-75.621025992,8,,,,28649,obscured,obscured,true,,,United States,Carolina Watersnake,Nerodia sipedon williamengelsi,Carolina Watersnake,Reptilia,29307,Anguilliformes,,,,,,,,
133906466,2022-09-06 11:33:00,2022-09-06,2022-09-06 10:33:00 UTC,Lisbon,6110253,anasilv4,Ana Sofia,2022-09-06 13:18:11 UTC,2022-10-15 08:44:41 UTC,research,,https://www.inaturalist.org/observations/133906466,https://static.inaturalist.org/photos/228161338/medium.jpeg,,"",Encontrada durante um voluntariado a comer um sapo comum.,7,0,false,2,Parque De Lordelo,41.3742936828,-8.3773930371,248,,,,248,,,false,,,Portugal,Пиренейский уж,Natrix astreptophora,Iberian Grass Snake,Reptilia,966781,,,,,Bufo spinosus,,,,
133926121,2022-09-02 10:40:52,2022-09-02,2022-09-02 16:40:52 UTC,America/Managua,2464232,williammuoz,Willian Muñoz,2022-09-06 16:20:11 UTC,2023-03-11 04:45:38 UTC,research,,https://www.inaturalist.org/observations/133926121,https://static.inaturalist.org/photos/228195312/medium.jpeg,,"",Ayuda ,5,2,false,2,"Granada, Nicaragua",11.9655555556,-86.0086111111,,,,,,,open,false,gps,gps,Nicaragua,Culebra guardacaminos lineada,Conophis lineatus,Road Guarder,Reptilia,26946,,Teiidae,,,,,,,
133947521,2022/09/06 11:28 AM,2022-09-06,2022-09-06 16:28:00 UTC,Central Time (US & Canada),1016476,carycoop,"",2022-09-06 19:22:34 UTC,2022-09-12 17:19:00 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/133947521,https://inaturalist-open-data.s3.amazonaws.com/photos/228231695/medium.jpeg,,"",eating a fish,1,0,false,,"Scott County, MN, USA",44.7354138889,-93.6195055556,10,,,,10,,,false,,,United States,Common Garter Snake,Thamnophis sirtalis,Common Garter Snake,Reptilia,28362,Actinopterygii,,,,,,,,
134020698,2022-02-05 00:24:03+07:00,2022-02-05,2022-02-04 17:24:03 UTC,Hanoi,5555015,khawpun,Peeramon Ngamtipanon,2022-09-07 10:31:34 UTC,2023-03-07 06:17:41 UTC,research,,https://www.inaturalist.org/observations/134020698,https://static.inaturalist.org/photos/228376220/medium.jpg,,"","",9,0,false,3,"ถนนอยุธยา-บางปะอิน, อยุธยา, พระนครศรีอยุธยา, TH",14.3427539928,100.5815848223,768,,,,768,,open,false,,,Thailand,งูเห่าหม้อ,Naja kaouthia,Monocellate Cobra,Reptilia,106447,Duttaphrynus melanostictus,,,,,,,,
134026664,2022/09/02 14:04,2022-09-02,2022-09-02 12:04:00 UTC,Paris,2804985,lucie_c,"",2022-09-07 12:06:34 UTC,2023-03-14 09:52:50 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/134026664,https://inaturalist-open-data.s3.amazonaws.com/photos/228387823/medium.jpg,,"",Jeune couleuvre verte et jaune ayant capturé un lézard,3,0,false,,"Belvédère-Campomoro, France",41.624205,8.809759,,,,,,,open,false,,,France,Couleuvre verte et jaune,Hierophis viridiflavus,Green Whip Snake,Reptilia,73823,Podarcis,,,,,,,,
134078491,2022-09-03 19:54:18-05:00,2022-09-03,2022-09-04 00:54:18 UTC,Central Time (US & Canada),1093911,dietz_,,2022-09-07 19:23:59 UTC,2023-02-03 21:58:38 UTC,research,,https://www.inaturalist.org/observations/134078491,https://static.inaturalist.org/photos/228480816/medium.jpg,,"",Found eating a young bowfin,1,0,false,3,"Illinois, US",37.3961773717,-88.8726070106,31,,,,28417,obscured,open,true,,,United States,Midland Watersnake,Nerodia sipedon pleuralis,Midland Watersnake,Reptilia,29309,Amia ocellicauda,,,,,,,,
134110046,2022-09-04 16:32:59-04:00,2022-09-04,2022-09-04 20:32:59 UTC,Indiana (East),1511375,explorenow,,2022-09-08 00:03:25 UTC,2022-12-12 19:58:53 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/134110046,https://inaturalist-open-data.s3.amazonaws.com/photos/228540125/medium.jpg,,"",American toad in mouth.,1,0,false,3,"Indiana, US",41.3434893554,-85.5855627332,4,,,,27816,obscured,,true,,,United States,Common Garter Snake,Thamnophis sirtalis,Common Garter Snake,Reptilia,28362,Anaxyrus americanus,,,,Anaxyrus americanus,,,,
134201312,2022-08-24 07:34:44,2022-08-24,2022-08-24 00:34:44 UTC,Hanoi,4830334,andrea_perales,Andrea Perales,2022-09-08 18:29:56 UTC,2023-03-07 11:16:44 UTC,research,,https://www.inaturalist.org/observations/134201312,https://static.inaturalist.org/photos/228709392/medium.jpeg,,"",Which kind of snake is it?,6,0,false,2,"Khao Phang, Ban Ta Khun District, Surat Thani 84230, Tailandia",8.9873187462,98.6294328421,211,,,,211,,open,false,gps,gps,Thailand,งูลายสาบเขียวขวั้นดำ,Rhabdophis nigrocinctus,Banded Keelback,Reptilia,28838,Anura,,,,,,,,
134253437,2022-09-07 13:14:00,2022-09-07,2022-09-07 18:14:00 UTC,Mexico City,1231440,eduardocompean,Eduardo Compeán,2022-09-09 02:26:17 UTC,2023-03-14 12:23:13 UTC,research,CC-BY,https://www.inaturalist.org/observations/134253437,https://inaturalist-open-data.s3.amazonaws.com/photos/228807622/medium.jpeg,,"",,4,0,false,2,"79876 Las Mesas, S.L.P., México",21.5255479286,-98.8555598259,194,,,,194,,open,false,gps,gps,Mexico,culebra chirriadora neotropical,Masticophis mentovarius,Neotropical Whip Snake,Reptilia,318032,Spilotes pullatus,,,,,,,,
134356926,2022-09-09 14:56:50-04:00,2022-09-09,2022-09-09 18:56:50 UTC,America/Nipigon,4433955,clairealarcon,Claire Alarcon-Belanger,2022-09-09 23:01:10 UTC,2022-09-13 19:15:37 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/134356926,https://inaturalist-open-data.s3.amazonaws.com/photos/228999776/medium.jpg,,"","",4,0,false,3,"Middlesex, CA-ON, CA",42.9475245718,-81.2125993591,183,,,,27568,,obscured,true,,,Canada,Eastern Hognose Snake,Heterodon platirhinos,Eastern Hognose Snake,Reptilia,29925,Anaxyrus,,,,,,,,
134482572,2022/09/03 10:04 AM,2022-09-03,2022-09-03 15:04:00 UTC,Central Time (US & Canada),2337299,rickubis,Richard Dashnau,2022-09-10 20:52:04 UTC,2022-09-12 17:47:31 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/134482572,https://inaturalist-open-data.s3.amazonaws.com/photos/229231005/medium.jpg,,"","Snakes were approaching the banks, looking for fish dropped by people using cast nets. Observed this snake apparently scavenging large (> 5in.) carcass of Gizzard Shad (Dorsoma cepedianum). Snake struggled with fish, eventually gave up and spit it out. It rested briefly before leaving. Images show snake with carcass, then resting after discarding the carcass, and one image of the discarded carcass.",1,0,false,,"Harris County, TX, USA",29.7200472546,-95.6287410175,11,,,,11,,open,false,,,United States,Diamondback Watersnake,Nerodia rhombifer,Diamondback Watersnake,Reptilia,29310,,,,,,,,Dorosoma cepedianum,
134495376,2022-09-10 10:03:25-04:00,2022-09-10,2022-09-10 14:03:25 UTC,Eastern Time (US & Canada),3424692,wildnewyork,Wild New York,2022-09-10 22:25:28 UTC,2022-09-12 17:46:45 UTC,research,,https://www.inaturalist.org/observations/134495376,https://static.inaturalist.org/photos/229257730/medium.jpg,,"","",1,0,false,3,"James River North Bank Park (Texas Beach), Richmond, VA, US",37.5293600333,-77.4684654823,167,,,,167,,open,false,,,United States,Northern Watersnake,Nerodia sipedon sipedon,Northern Watersnake,Reptilia,29306,,Anguilla rostrata,,,,,,,
134512880,2022-09-09 16:07:35,2022-09-09,2022-09-09 20:07:35 UTC,Eastern Time (US & Canada),23409,andimals,Andy,2022-09-11 00:40:37 UTC,2022-09-14 12:29:30 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/134512880,https://inaturalist-open-data.s3.amazonaws.com/photos/229290717/medium.jpeg,,"",Black and white snake attempting to eat a bat. The bat later escaped. ,3,0,false,2,"North Carolina, US",35.3634878887,-80.3285281364,315,,,,28706,obscured,open,true,,,United States,Eastern Ratsnake,Pantherophis alleghaniensis,Eastern Ratsnake,Reptilia,59644,,Eptesicus fuscus,,,,,,,
134514222,2022-09-08 13:34:25-04:00,2022-09-08,2022-09-08 17:34:25 UTC,Eastern Time (US & Canada),509564,scarypear,"",2022-09-11 00:52:22 UTC,2022-09-12 17:38:29 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/134514222,https://inaturalist-open-data.s3.amazonaws.com/photos/229293488/medium.jpg,,"","",1,0,false,3,"Webster Tract, Theresa, NY, US",44.256955,-75.7291416667,4,,,,4,,open,false,,,United States,Common Watersnake,Nerodia sipedon,Common Watersnake,Reptilia,29305,Lithobates catesbeianus,,,,,,,,
134517229,2022-09-10 21:07:48,2022-09-10,2022-09-11 01:07:48 UTC,Indiana (East),2844044,izaakgilchrist,Izaak Gilchrist,2022-09-11 01:18:14 UTC,2023-02-06 22:21:17 UTC,research,,https://www.inaturalist.org/observations/134517229,https://static.inaturalist.org/photos/229298987/medium.jpeg,,"",,3,1,false,2,"Wabash Township, IN, USA",40.4744914721,-86.9458329678,44,,,,44,,open,false,gps,gps,United States,Eastern Garter Snake,Thamnophis sirtalis sirtalis,Eastern Garter Snake,Reptilia,28365,Anaxyrus,,,,,,,,
134520148,2022-09-10 20:43:05-05:00,2022-09-10,2022-09-11 01:43:05 UTC,Central Time (US & Canada),3327680,paulatkins,Paul Atkins,2022-09-11 01:47:36 UTC,2022-09-12 17:38:15 UTC,research,,https://www.inaturalist.org/observations/134520148,https://static.inaturalist.org/photos/229305760/medium.jpg,,"","",1,0,false,3,"Antelope Trail, Temple, TX, US",31.1072638333,-97.3836833333,28,,,,28,,,false,,,United States,Plain-bellied Watersnake,Nerodia erythrogaster,Plain-bellied Watersnake,Reptilia,29328,Incilius nebulifer,,,,,,,,
134520895,2020-03-27 15:59:22-05:00,2020-03-27,2020-03-27 20:59:22 UTC,Central Time (US & Canada),4154950,animal_chats_with_simon,Animal Chats With Simon,2022-09-11 01:53:27 UTC,2022-09-12 17:53:52 UTC,research,,https://www.inaturalist.org/observations/134520895,https://static.inaturalist.org/photos/229306856/medium.jpg,,"","Eating a leopard frog!
",1,0,false,3,"Illinois, US",38.8048964571,-90.3470666408,16,,,,28181,obscured,,true,,,United States,Common Garter Snake,Thamnophis sirtalis,Common Garter Snake,Reptilia,28362,Lithobates,,,,,,,,
134522418,2022-09-10 11:13:26-07:00,2022-09-10,2022-09-10 18:13:26 UTC,Pacific Time (US & Canada),4086930,plantsexual,Jo,2022-09-11 02:09:23 UTC,2022-09-12 17:37:08 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/134522418,https://inaturalist-open-data.s3.amazonaws.com/photos/229310173/medium.jpg,,"","",2,0,false,3,"North Fork Middle Fork Tule River, Springville, CA, US",36.1687616667,-118.7032616667,4,,,,4,,open,false,,,United States,Sierra Garter Snake,Thamnophis couchii,Sierra Garter Snake,Reptilia,28425,,Oncorhynchus mykiss,,,,,,,
134561895,2022/09/08 5:03 PM,2022-09-08,2022-09-08 21:03:00 UTC,America/Nipigon,3128345,webohms,,2022-09-11 11:50:12 UTC,2022-09-12 17:35:58 UTC,research,CC-BY,https://www.inaturalist.org/observations/134561895,https://inaturalist-open-data.s3.amazonaws.com/photos/229384374/medium.jpeg,,"",,3,0,false,,"Algoma District, ON, Canada",46.0636564086,-83.9440937294,2,,,,2,,open,false,,,Canada,Common Garter Snake,Thamnophis sirtalis,Common Garter Snake,Reptilia,28362,Lithobates clamitans,,,,,,,,
134587931,2019/03/08 12:48 AM,2019-03-08,2019-03-07 14:48:00 UTC,Brisbane,6131017,sylvanc,Sylvan Calleja,2022-09-11 15:25:22 UTC,2022-09-20 12:45:47 UTC,research,,https://www.inaturalist.org/observations/134587931,https://static.inaturalist.org/photos/229425922/medium.jpg,,"",Scrub python feeding on Pandemeleon in situ. ,5,1,false,,"Little Mulgrave QLD 4865, Australia",-17.1381893846,145.758975416,80115,,,,80115,,open,false,,,Australia,Australian Scrub Python,Simalia kinghorni,Australian Scrub Python,Reptilia,540202,Thylogale,,,,,,,,
134650448,2022-09-02 12:36:25,2022-09-02,2022-09-02 16:36:25 UTC,Eastern Time (US & Canada),2071353,schuylks,Joe Breznicky,2022-09-11 22:10:34 UTC,2022-09-12 17:28:01 UTC,research,,https://www.inaturalist.org/observations/134650448,https://static.inaturalist.org/photos/229548817/medium.jpeg,,"",,1,0,false,2,"Ambler, PA 19002, USA",40.1596809997,-75.2213931997,,,,,,,,false,gps,gps,United States,Common Garter Snake,Thamnophis sirtalis,Common Garter Snake,Reptilia,28362,,Lithobates,,,,,,,
134687154,Sun Sep 11 2022 14:52:16 GMT-0400 (EDT),2022-09-11,2022-09-11 18:52:16 UTC,Eastern Time (US & Canada),4143,neotropicalmigrant,William Freedberg,2022-09-12 03:12:33 UTC,2022-09-14 02:59:19 UTC,research,,https://www.inaturalist.org/observations/134687154,https://static.inaturalist.org/photos/229620144/medium.jpg,,"","Cool colored up young one sadly demolishing a toad from the back to front
 
",2,0,false,3,United States,41.8884689337,-70.0483491574,4,,,,27723,obscured,,true,,,United States,Common Garter Snake,Thamnophis sirtalis,Common Garter Snake,Reptilia,28362,Anaxyrus,,,,,,,,
134726498,2022-09-03 15:32:00+02:00,2022-09-03,2022-09-03 13:32:00 UTC,Skopje,3100239,kohlschatten,,2022-09-12 13:36:46 UTC,2023-01-24 07:13:51 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/134726498,https://inaturalist-open-data.s3.amazonaws.com/photos/229694078/medium.jpg,,"",Escaping the cameraman with fish in mouth.,4,0,false,3,Lake Ohrid,40.9710283333,20.785675,1,,,,1,,open,false,,,Macedonia,Tessellated Water Snake,Natrix tessellata,Tessellated Water Snake,Reptilia,64346,,Actinopterygii,,,,,,,
134737688,2022-09-08 19:07:19-03:00,2022-09-08,2022-09-08 22:07:19 UTC,Atlantic Time (Canada),1442520,hmacauley,,2022-09-12 15:17:54 UTC,2022-09-12 17:23:08 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/134737688,https://inaturalist-open-data.s3.amazonaws.com/photos/229714598/medium.jpg,,"",Found eating an amphibian (likely a toad). ,1,0,false,3,"Mineville, Halifax, NS, CA",44.6833692365,-63.3765376267,22,,,,22,,open,false,,,Canada,Maritime Garter Snake,Thamnophis sirtalis pallidulus,Maritime Garter Snake,Reptilia,28370,Anaxyrus americanus,,,,,,,,
